--- SYSTEM REDIRECT ACTIVE: ALL SCANS WILL BE SAVED ---
--- IMAGE REDIRECT ACTIVE ---
--- INITIATING DEEP DRILL SCAN ---
Target: RA 17.761, DEC -29.008
Volume: 26000 to 26000.1 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
461973   | 16h29m09.8s -13d04m34s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
463478   | 14h47m07.9s -20d12m41s | 1.36   | 0.8918 | 0.377  | Collapse      | X-Ray / Gamma   | SINGULARITY
464983   | 13h19m30.7s -31d39m55s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
466488   | 12h51m25.6s -36d29m33s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
469498   | 16h06m28.0s -18d20m06s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
471003   | 19h15m23.1s -12d37m07s | 0.93   | 0.9999 | 0.206  | Forming       | K-Band (IR)     | PROTO-MATTER
472508   | 22h26m34.7s -18d23m26s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
475518   | 01h53m28.0s -36d48m10s | 1.16   | 0.8666 | 0.340  | Collapse      | X-Ray / Gamma   | SINGULARITY
477023   | 01h28m39.6s -31d47m55s | 1.38   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
478528   | 23h59m11.0s -19d54m09s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
481538   | 20h53m44.6s -16d38m43s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
483043   | 20h51m20.4s -28d32m16s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
484548   | 22h19m38.3s -36d48m07s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
486054   | 01h04m41.7s -33d29m12s | 1.71   | 0.9999 | 0.376  | High-Tension  | B/V (Violet)    | CALCIUM
487559   | 04h26m26.4s -21d40m36s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
489064   | 07h32m04.5s -12d37m26s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
493579   | 09h10m33.2s -36d28m33s | 0.67   | 0.8315 | 0.214  | Collapse      | X-Ray / Gamma   | SINGULARITY
501104   | 07h02m41.8s -24d40m06s | 0.96   | 0.9999 | 0.212  | Forming       | K-Band (IR)     | PROTO-MATTER
510134   | 16h42m30.4s -22d33m58s | 1.37   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
516154   | 13h24m54.5s -15d05m10s | 1.53   | 0.9999 | 0.336  | Stable        | V-Band (Green)  | MAGNESIUM
517659   | 15h56m57.7s -11d26m09s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
522174   | 01h26m43.0s -38d13m31s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
528194   | 21h58m34.4s -18d17m39s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
531204   | 20h24m02.7s -38d41m31s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
538729   | 10h11m05.0s -30d04m17s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
543244   | 07h22m40.7s -20d14m57s | 0.65   | 0.6760 | 0.313  | Collapse      | X-Ray / Gamma   | SINGULARITY
546254   | 04h07m46.5s -14d19m14s | 0.91   | 0.9999 | 0.201  | Forming       | K-Band (IR)     | PROTO-MATTER
547759   | 04h36m25.6s -27d59m17s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
555284   | 18h44m04.2s -12d35m32s | 0.97   | 0.7559 | 0.374  | Collapse      | X-Ray / Gamma   | SINGULARITY
558294   | 16h54m52.1s -37d55m23s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
559799   | 14h35m09.3s -37d29m13s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
561304   | 12h37m09.3s -24d45m14s | 1.47   | 0.9999 | 0.322  | Stable        | V-Band (Green)  | MAGNESIUM
564314   | 13h02m06.9s -11d06m35s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
570334   | 02h03m11.6s -27d10m23s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
576355   | 21h46m02.9s -35d32m50s | 0.37   | 0.7630 | 0.142  | Collapse      | X-Ray / Gamma   | SINGULARITY
579365   | 19h56m50.1s -29d37m23s | 1.38   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
580870   | 21h41m35.6s -14d34m15s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
582375   | 00h59m14.1s -09d04m38s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
583880   | 04h58m40.6s -18d27m53s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
586890   | 10h48m24.7s -40d30m40s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
589900   | 09h47m01.5s -16d26m19s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
591405   | 07h21m40.3s -08d36m22s | 2.01   | 0.9999 | 0.442  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
600435   | 14h24m04.9s -08d32m14s | 0.72   | 0.9999 | 0.158  | Ghost         | Radio / CMB     | DARK MATTER
603445   | 19h20m51.6s -29d32m26s | 0.24   | 0.4974 | 0.214  | Collapse      | X-Ray / Gamma   | SINGULARITY
604950   | 19h01m56.4s -40d38m41s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
606455   | 17h06m14.6s -36d30m08s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
607960   | 14h27m40.7s -20d59m13s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
609465   | 12h14m58.9s -08d53m14s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
615485   | 19h45m45.2s -38d25m15s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
618495   | 02h39m58.0s -09d39m43s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
620000   | 03h39m00.4s -10d01m45s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 22.112, DEC 15.112
Volume: 180000 to 530000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
180000   | 15h38m29.6s +16d05m19s | 1.54   | 0.9999 | 0.339  | Stable        | V-Band (Green)  | MAGNESIUM
181171   | 15h49m59.1s +14d55m24s | 1.42   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
182341   | 17h52m58.6s +13d46m04s | 0.76   | 0.9999 | 0.168  | Ghost         | Radio / CMB     | DARK MATTER
184682   | 17h43m33.2s +13d01m44s | 0.36   | 0.6294 | 0.201  | Collapse      | X-Ray / Gamma   | SINGULARITY
185853   | 18h17m43.0s +13d46m03s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
191706   | 23h01m32.2s +16d51m15s | 2.16   | 0.9999 | 0.475  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
192876   | 22h58m23.3s +15d32m19s | 0.90   | 0.8013 | 0.310  | Collapse      | X-Ray / Gamma   | SINGULARITY
194047   | 21h59m18.5s +14d01m02s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
203411   | 02h30m55.6s +17d41m15s | 1.01   | 0.9999 | 0.222  | Forming       | K-Band (IR)     | PROTO-MATTER
205753   | 06h16m23.1s +14d34m28s | 1.35   | 0.9904 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
210435   | 08h30m17.9s +13d21m41s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
213946   | 10h09m23.0s +18d23m20s | 0.72   | 0.7192 | 0.308  | Collapse      | X-Ray / Gamma   | SINGULARITY
215117   | 10h38m16.6s +18d28m50s | 1.58   | 0.9999 | 0.348  | Stable        | V-Band (Green)  | MAGNESIUM
216288   | 09h02m00.1s +17d22m15s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
220970   | 11h07m18.0s +11d23m54s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
226823   | 15h26m27.3s +19d07m04s | 0.99   | 0.9999 | 0.218  | Forming       | K-Band (IR)     | PROTO-MATTER
231505   | 18h13m39.8s +11d55m43s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
238528   | 20h20m15.7s +19d29m26s | 1.27   | 0.9999 | 0.279  | Forming       | K-Band (IR)     | PROTO-MATTER
239699   | 20h30m17.6s +19d22m31s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
240870   | 23h47m43.2s +17d44m23s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
243211   | 22h16m24.3s +12d27m40s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
250234   | 05h07m52.7s +19d30m25s | 1.97   | 0.9999 | 0.433  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
256087   | 06h08m32.6s +10d51m49s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
257258   | 04h38m32.8s +09d48m11s | 1.45   | 0.9999 | 0.320  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
260769   | 07h55m45.7s +16d14m15s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
261940   | 07h01m46.4s +19d06m13s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
264281   | 12h13m32.6s +20d10m51s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
266622   | 09h33m58.0s +14d40m12s | 0.81   | 0.8418 | 0.253  | Collapse      | X-Ray / Gamma   | SINGULARITY
270134   | 11h33m31.4s +09d32m06s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
271304   | 12h14m48.8s +11d30m36s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
273645   | 16h13m57.8s +18d15m11s | 1.46   | 0.9999 | 0.322  | Stable        | V-Band (Green)  | MAGNESIUM
278328   | 18h03m05.2s +16d14m30s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
279498   | 15h31m23.6s +12d33m38s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
281839   | 21h27m53.4s +08d45m23s | 0.51   | 0.7939 | 0.178  | Collapse      | X-Ray / Gamma   | SINGULARITY
283010   | 19h47m07.2s +10d01m38s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
284181   | 17h42m50.5s +13d07m19s | 0.74   | 0.8829 | 0.209  | Collapse      | X-Ray / Gamma   | SINGULARITY
285351   | 20h56m33.8s +16d58m16s | 0.65   | 0.8064 | 0.219  | Collapse      | X-Ray / Gamma   | SINGULARITY
287692   | 21h28m24.7s +21d42m28s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
291204   | 02h06m39.4s +14d02m21s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
293545   | 22h36m20.5s +08d23m32s | 1.44   | 0.8592 | 0.430  | Collapse      | X-Ray / Gamma   | SINGULARITY
295886   | 04h10m23.4s +11d20m03s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
297057   | 00h53m36.2s +15d18m59s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
302910   | 04h10m00.1s +15d50m41s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
305251   | 07h49m51.0s +08d32m01s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
307592   | 07h08m51.9s +09d35m02s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
308763   | 11h16m18.3s +13d23m24s | 1.60   | 0.9999 | 0.351  | Stable        | V-Band (Green)  | MAGNESIUM
311104   | 06h47m58.4s +21d24m42s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
314615   | 11h04m35.6s +17d51m28s | 1.31   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
319298   | 12h39m27.4s +08d01m56s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
320468   | 11h37m46.6s +11d19m41s | 1.20   | 0.9999 | 0.264  | Forming       | K-Band (IR)     | PROTO-MATTER
322809   | 18h04m16.0s +20d25m30s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
325151   | 14h20m34.1s +22d50m34s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
328662   | 15h59m57.6s +10d30m09s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
329833   | 17h14m10.1s +07d18m30s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
331003   | 22h19m04.4s +06d50m20s | 0.82   | 0.8108 | 0.275  | Collapse      | X-Ray / Gamma   | SINGULARITY
332174   | 21h39m24.5s +09d17m36s | 1.48   | 0.9999 | 0.326  | Stable        | V-Band (Green)  | MAGNESIUM
335686   | 01h03m05.4s +22d39m26s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
339197   | 23h25m35.6s +17d32m43s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
340368   | 03h35m10.1s +12d17m48s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
343880   | 02h37m41.2s +07d27m43s | 1.08   | 0.9999 | 0.238  | Forming       | K-Band (IR)     | PROTO-MATTER
345050   | 05h53m59.8s +11d29m57s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
353244   | 08h57m22.5s +09d17m48s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
355585   | 05h19m48.2s +06d00m32s | 1.46   | 0.9999 | 0.321  | Stable        | V-Band (Green)  | MAGNESIUM
359097   | 11h31m31.9s +20d02m37s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
366120   | 12h35m04.5s +06d40m46s | 0.64   | 0.8119 | 0.214  | Collapse      | X-Ray / Gamma   | SINGULARITY
367291   | 17h24m57.8s +05d05m34s | 2.47   | 0.9999 | 0.543  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
368462   | 14h27m28.4s +07d02m03s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
369632   | 11h13m16.1s +11d51m08s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
371973   | 19h47m27.2s +22d58m27s | 0.92   | 0.7899 | 0.324  | Collapse      | X-Ray / Gamma   | SINGULARITY
373144   | 15h49m49.3s +25d20m47s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
375485   | 19h11m15.3s +19d41m57s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
376656   | 21h54m41.2s +13d36m39s | 0.51   | 0.7780 | 0.186  | Collapse      | X-Ray / Gamma   | SINGULARITY
377826   | 17h13m36.4s +07d59m40s | 0.70   | 0.8948 | 0.191  | Collapse      | X-Ray / Gamma   | SINGULARITY
378997   | 16h20m34.9s +04d50m29s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
382508   | 18h42m50.1s +15d15m55s | 1.32   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
383679   | 19h16m07.6s +21d18m60s | 0.68   | 0.9999 | 0.149  | Ghost         | Radio / CMB     | DARK MATTER
386020   | 01h25m57.4s +25d36m13s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
387191   | 20h21m16.0s +22d16m12s | 1.37   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
390702   | 02h53m51.8s +05d20m18s | 0.90   | 0.9999 | 0.198  | Forming       | K-Band (IR)     | PROTO-MATTER
391873   | 22h12m08.9s +04d06m43s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
398896   | 09h40m14.5s +24d33m12s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
401237   | 02h40m12.7s +12d32m10s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
402408   | 08h29m22.1s +06d36m48s | 1.11   | 0.9999 | 0.245  | Forming       | K-Band (IR)     | PROTO-MATTER
405920   | 05h19m19.3s +09d26m54s | 1.30   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
408261   | 13h44m05.0s +22d41m19s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
410602   | 08h14m32.2s +26d20m42s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
411773   | 15h06m23.4s +22d12m09s | 0.42   | 0.4893 | 0.382  | Collapse      | X-Ray / Gamma   | SINGULARITY
414114   | 09h40m20.6s +08d38m07s | 0.85   | 0.8828 | 0.240  | Collapse      | X-Ray / Gamma   | SINGULARITY
415284   | 11h23m57.4s +03d58m59s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
418796   | 11h24m19.9s +13d06m49s | 0.58   | 0.6498 | 0.302  | Collapse      | X-Ray / Gamma   | SINGULARITY
425819   | 23h31m58.4s +11d18m39s | 1.26   | 0.9999 | 0.276  | Forming       | K-Band (IR)     | PROTO-MATTER
432843   | 18h17m43.4s +24d08m31s | 0.69   | 0.9999 | 0.152  | Ghost         | Radio / CMB     | DARK MATTER
434013   | 01h13m02.4s +27d46m14s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
435184   | 03h41m55.9s +26d57m19s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
437525   | 21h11m41.2s +14d29m18s | 0.57   | 0.9079 | 0.153  | Ghost         | Radio / CMB     | DARK MATTER
445719   | 00h39m08.0s +27d10m34s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
449231   | 07h56m50.1s +17d57m57s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
452742   | 13h22m15.5s +01d25m37s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
453913   | 09h02m24.4s +03d58m41s | 0.57   | 0.4467 | 0.626  | Collapse      | X-Ray / Gamma   | SINGULARITY
455084   | 04h44m11.1s +10d28m52s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
456254   | 10h54m33.4s +18d40m02s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
459766   | 07h16m10.7s +27d25m01s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
460936   | 14h30m52.9s +21d30m12s | 3.52   | 0.9999 | 0.774  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
462107   | 17h40m12.2s +13d17m24s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
463278   | 11h12m56.7s +05d39m41s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
466789   | 19h20m01.5s +07d00m38s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
472642   | 13h56m51.8s +24d50m25s | 1.23   | 0.9999 | 0.271  | Forming       | K-Band (IR)     | PROTO-MATTER
473813   | 16h42m56.5s +17d00m42s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
474983   | 00h25m05.9s +08d27m29s | 0.80   | 0.9999 | 0.176  | Ghost         | Radio / CMB     | DARK MATTER
480836   | 22h53m36.2s +20d06m05s | 0.85   | 0.7152 | 0.364  | Collapse      | X-Ray / Gamma   | SINGULARITY
482007   | 17h48m03.6s +27d12m50s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
483177   | 00h01m41.5s +30d06m03s | 1.42   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
484348   | 05h35m27.5s +27d42m51s | 4.16   | 0.9999 | 0.916  | Fuel          | UV / Lyman      | HYDROGEN
489030   | 07h38m30.4s +00d02m60s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
496054   | 02h12m25.0s +29d52m49s | 1.49   | 0.9999 | 0.328  | Stable        | V-Band (Green)  | MAGNESIUM
500736   | 05h38m29.7s +00d42m09s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
505418   | 09h17m49.2s +21d39m51s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
507759   | 12h48m06.3s +31d07m57s | 0.59   | 0.8987 | 0.162  | Collapse      | X-Ray / Gamma   | SINGULARITY
510100   | 13h05m17.5s +20d01m20s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
511271   | 19h28m19.6s +10d25m44s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
518294   | 11h59m17.2s +26d32m37s | 0.75   | 0.9999 | 0.166  | Ghost         | Radio / CMB     | DARK MATTER
519465   | 20h41m14.8s +31d19m14s | 3.89   | 0.9999 | 0.857  | Fuel          | UV / Lyman      | HYDROGEN
524147   | 00h17m41.0s +05d10m18s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
527659   | 18h32m02.2s +04d14m00s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
530000   | 01h52m14.0s +23d20m26s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 21.716, DEC -14.667
Volume: 215000 to 715000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
215000   | 08h21m47.5s -16d37m08s | 1.22   | 0.9999 | 0.268  | Forming       | K-Band (IR)     | PROTO-MATTER
218344   | 11h35m56.5s -12d39m45s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
221689   | 12h03m11.5s -16d09m28s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
223361   | 12h23m02.4s -12d40m24s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
228378   | 15h56m21.5s -13d57m10s | 0.98   | 0.8559 | 0.295  | Collapse      | X-Ray / Gamma   | SINGULARITY
231722   | 17h14m23.4s -16d30m18s | 1.48   | 0.9999 | 0.326  | Stable        | V-Band (Green)  | MAGNESIUM
236739   | 19h08m41.3s -14d46m15s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
245100   | 22h59m53.6s -15d18m41s | 1.28   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
246773   | 01h13m35.7s -11d42m57s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
248445   | 03h16m19.0s -15d33m10s | 1.39   | 0.9227 | 0.358  | Stable        | V-Band (Green)  | MAGNESIUM
253462   | 03h52m04.2s -13d11m31s | 1.67   | 0.8567 | 0.502  | Collapse      | X-Ray / Gamma   | SINGULARITY
255134   | 06h28m05.1s -17d47m25s | 0.69   | 0.9999 | 0.152  | Ghost         | Radio / CMB     | DARK MATTER
261823   | 09h18m29.4s -16d59m13s | 0.75   | 0.9999 | 0.166  | Ghost         | Radio / CMB     | DARK MATTER
265167   | 09h58m22.9s -13d52m48s | 1.00   | 0.9999 | 0.220  | Forming       | K-Band (IR)     | PROTO-MATTER
271856   | 14h07m03.0s -17d22m34s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
273528   | 13h02m40.6s -16d25m57s | 1.67   | 0.8311 | 0.533  | Collapse      | X-Ray / Gamma   | SINGULARITY
280217   | 16h52m56.7s -12d34m32s | 1.05   | 0.8591 | 0.312  | Collapse      | X-Ray / Gamma   | SINGULARITY
281890   | 17h10m37.3s -11d55m45s | 2.26   | 0.9999 | 0.497  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
290251   | 22h31m28.3s -18d17m03s | 0.65   | 0.9999 | 0.143  | Ghost         | Radio / CMB     | DARK MATTER
291923   | 01h21m38.4s -11d31m33s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
